timestamp,sensor_type,ch0,ch1,ch2,ch3,ch4,ch5,alchohol
Wed Sep 17 16:37:25 2025,AS7263,3.4909026622772212,3.249525547027588,1.6346690654754639,0.8560808300971985,0.884426474571228,1.1201636791229248,0.43352032033099996
Wed Sep 17 16:49:01 2025,AS7263,3.8399928808212276,2.1663503646850586,2.4520037174224854,1.712161660194397,0.884426474571228,2.1386449404977914,0.44656709989112486


demo readingsWed Sep 17 16:52:43 2025,AS7263,2.327268362045288,1.8984220039763207,1.6346690654754639,0.8560808300971985,0.884426474571228,1.1201636791229248,0.45478399086974985
Wed Sep 17 16:53:03 2025,AS7263,4.931219412519943,3.249525547027588,3.2693381309509277,1.712161660194397,0.9156420416632771,2.2403273582458496,0.44125858460549994
Wed Sep 17 16:53:27 2025,AS7263,3.4909026622772212,2.1663503646850586,3.255202820217598,1.712161660194397,0.884426474571228,2.2403273582458496,0.4341368745283749
Wed Sep 17 16:53:44 2025,AS7263,3.4909026622772212,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,1.1201636791229248,0.4283461910655
Wed Sep 17 16:55:26 2025,AS7263,3.4909026622772212,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,1.1201636791229248,0.416916185747875
Wed Sep 17 16:55:46 2025,AS7263,4.654536724090576,2.1663503646850586,3.2693381309509277,1.712161660194397,1.7470020521780216,2.2403273582458496,0.41357894073962487
Wed Sep 17 16:56:07 2025,AS7263,4.654536724090576,2.1663503646850586,2.8173522002696987,1.712161660194397,0.9062773715356625,2.2403273582458496,0.4112064688271249
Wed Sep 17 18:41:03 2025,AS7263,3.4909026622772212,2.1663503646850586,1.6346690654754639,0.8560808300971985,0.884426474571228,1.1201636791229248,0.43520817475249995
Wed Sep 17 18:41:30 2025,AS7263,5.120403065415307,3.249525547027588,3.2693381309509277,1.712161660194397,1.768852949142456,2.2403273582458496,0.43557368863174983
